Lineas de investigacion,Plan estrategico,Objetivos,Retos,Vision
Ciencias Computacionales,"Plan de trabajo: Reunión semanal con los estudiantes integrantes de GALASH, con el objetivo de familiarizarse con las temáticas de seguridad y las referentes a la línea de investigación. Realización de cursos que les proporcionen herramientas para la posterior producción de artículos. Participación en eventos educativos, como congresos que les generen inquietudes y permitan así una realimentación, enfocada a la gestión de la seguridad.",Promover investigación y desarrollo tecnologico a partir de la generación de nuevo conocimiento desde la aplicación de la ciencia aplicada en áreas relacionadas con la Ingeniería de Sistemas y Computación.,Concienciar a los integrantes sobre la importancia de generar conocimiento a través de la innovación y el compromiso. Generar producción académica de calidad donde se destaque la importancia de la seguridad de la Información. Participar como ponentes en eventos académicos donde se de a conocer el progreso como grupo de investigación.,Consolidarnos en los próximos cinco años como un grupo líder en la región en las áreas de: Auditoria lógica y arquitectura de hardware y software.
Ingeniería de Software,,,,
Seguridad de la Información,,,,
